TestParams{toChange=M, min=1, max=20, step=2, n=5000, m=2, delta=10, x=100, type=BLOCKINGPOOL}
1,35.91,35.35,34.79
3,37.63,37.0,36.43333333333334
5,39.233999999999995,38.844,38.326
7,41.07285714285714,40.660000000000004,40.26285714285715
9,47.59111111111111,47.27222222222222,46.57111111111111
11,58.79909090909091,58.46181818181819,50.629090909090905
13,72.44692307692307,72.09538461538462,51.431538461538466
15,80.91666666666667,80.53733333333334,49.13666666666666
17,92.00176470588235,91.59941176470589,48.61352941176471
19,103.3878947368421,103.02631578947368,48.30263157894737
