TestParams{toChange=M, min=1, max=20, step=2, n=5000, m=2, delta=10, x=100, type=BLOCKINGTHREAD}
1,40.17,39.6,39.18
3,37.32333333333333,36.846666666666664,36.47666666666667
5,37.944,37.604,37.20399999999999
7,41.72571428571428,41.392857142857146,41.104285714285716
9,46.852222222222224,46.50333333333333,46.09444444444445
11,58.459090909090904,58.09,57.58
13,69.53,69.16461538461539,68.61461538461539
15,86.08999999999999,85.71933333333332,85.01133333333334
17,99.5370588235294,99.05176470588236,98.4470588235294
19,110.0678947368421,109.37421052631579,108.77000000000001
